A	B
Binding Energy (E)	
eV	Counts / s
110.08	559.679
109.98	567.682
109.88	594.903
109.78	575.17
109.68	477.101
109.58	586.78
109.48	558.518
109.38	553.556
109.28	545.488
109.18	520.763
109.08	580.922
108.98	562.995
108.88	545.268
108.78	535.464
108.68	551.581
108.58	533.919
108.48	530.657
108.38	529.017
108.28	552.151
108.18	543.302
108.08	535.679
107.98	507.938
107.88	531.923
107.78	565.171
107.68	546.148
107.58	505.997
107.48	515.096
107.38	486.154
107.28	511.049
107.18	565.371
107.08	521.143
106.98	513.125
106.88	517.787
106.78	527.901
106.68	528.506
106.58	543.677
106.48	508.748
106.38	478.937
106.28	514.681
106.18	521.248
106.08	499.865
105.98	487.89
105.88	530.602
105.78	515.561
105.68	519.538
105.58	497.169
105.48	537.785
105.38	526.861
105.28	554.017
105.18	512.915
105.08	472.519
104.98	497.839
104.88	561.089
104.78	572.544
104.68	520.418
104.58	513.015
104.48	488.715
104.38	495.703
104.28	497.714
104.18	521.048
104.08	528.787
103.98	510.109
103.88	534.459
103.78	523.014
103.68	568.602
103.58	593.858
103.48	547.859
103.38	554.967
103.28	546.359
103.18	540.541
103.08	575.42
102.98	566.472
102.88	593.462
102.78	609.069
102.68	582.718
102.58	577.026
102.48	639.601
102.38	628.752
102.28	671.564
102.18	690.201
102.08	684.094
101.98	689.896
101.88	735.044
101.78	779.132
101.68	869.428
101.58	951.296
101.48	1044.15
101.38	1156.01
101.28	1231.35
101.18	1398.58
101.08	1547.2
100.98	1682.17
100.88	1855.78
100.78	2044.18
100.68	2250.04
100.58	2459.79
100.48	2678.89
100.38	2722.45
100.28	2944.89
100.18	2947.9
100.08	2878.78
99.98	2875.11
99.88	2728.54
99.78	2548.69
99.68	2324.19
99.58	2180.23
99.48	1991.26
99.38	1735.57
99.28	1436
99.18	1191.63
99.08	1073.28
98.98	939.456
98.88	795.803
98.78	743.712
98.68	689.601
98.58	656.843
98.48	632.218
98.38	578.661
98.28	561.59
98.18	562.325
98.08	583.548
97.98	588.245
97.88	566.061
97.78	521.043
97.68	558.238
97.58	552.316
97.48	569.473
97.38	551.266
97.28	515.141
97.18	471.664
97.08	527.636
96.98	527.611
96.88	554.022
96.78	543.122
96.68	564.296
96.58	565.596
96.48	551.311
96.38	521.183
96.28	567.787
96.18	535.129
96.08	548.91
95.98	540.296
95.88	519.538
95.78	578.186
95.68	546.093
95.58	532.438
95.48	511.71
95.38	552.516
95.28	552.946
95.18	504.052
95.08	522.999
