A	B
Binding Energy (E)	
eV	Counts / s
545.08	10325.1
544.98	10302.2
544.88	10534.7
544.78	10442.8
544.68	10130.6
544.58	10046.3
544.48	10053.5
544.38	9928.03
544.28	9780.75
544.18	9933.62
544.08	9580.43
543.98	9570.94
543.88	9546.85
543.78	9326.65
543.68	9431.17
543.58	9120.57
543.48	8714.46
543.38	9062.49
543.28	9403.09
543.18	9117.84
543.08	8852.16
542.98	8945.27
542.88	8815.1
542.78	8923.18
542.68	8696.31
542.58	8656.12
542.48	8995.75
542.38	8830.2
542.28	8533.95
542.18	8514.87
542.08	8294.43
541.98	8104.85
541.88	8161.24
541.78	8210.67
541.68	8040.43
541.58	7973.56
541.48	7699.98
541.38	7752.41
541.28	7723.94
541.18	7508.91
541.08	7395.56
540.98	7479.16
540.88	7673
540.78	7686.01
540.68	7549.22
540.58	7707.56
540.48	7690.58
540.38	7406.46
540.28	7491.53
540.18	7485.88
540.08	7344.96
539.98	7152
539.88	7180.39
539.78	6898.87
539.68	6602.23
539.58	6523.42
539.48	6745.16
539.38	6739.29
539.28	6531.19
539.18	6524.1
539.08	6784.15
538.98	6777.7
538.88	6622.11
538.78	6519.49
538.68	6339.93
538.58	6524.22
538.48	6597.53
538.38	6513.7
538.28	6406.71
538.18	6420.37
538.08	6392.3
537.98	6559.29
537.88	6390.87
537.78	6505.52
537.68	6514.5
537.58	6526.26
537.48	6568.42
537.38	6508.1
537.28	6472.57
537.18	6404.64
537.08	6330.58
536.98	6136.96
536.88	5958.33
536.78	6120.08
536.68	6238.89
536.58	5807.28
536.48	5954.14
536.38	5845.59
536.28	5546.09
536.18	5665.98
536.08	5633.22
535.98	5894.34
535.88	5650.44
535.78	5432.81
535.68	5533.64
535.58	5717.15
535.48	5881.92
535.38	5611.17
535.28	5738.6
535.18	5658.04
535.08	5562.27
534.98	5618.29
534.88	5822.28
534.78	5927.28
534.68	5861.27
534.58	5863.55
534.48	5845.12
534.38	5879.92
534.28	6065.17
534.18	6057.89
534.08	6128.83
533.98	6262.47
533.88	6729.92
533.78	7164.26
533.68	7186.85
533.58	7716.33
533.48	8456.97
533.38	10095.2
533.28	11514.9
533.18	13247
533.08	15432.6
532.98	17902.3
532.88	21036.9
532.78	24437.9
532.68	28068.4
532.58	31945.3
532.48	36503
532.38	40287.1
532.28	43714.6
532.18	45890.8
532.08	47722.3
531.98	48455.9
531.88	48038.5
531.78	47188.1
531.68	45710.3
531.58	44081
531.48	42333.5
531.38	41166.8
531.28	40372.7
531.18	41406.1
531.08	43048
530.98	45889.2
530.88	49232.3
530.78	51799.7
530.68	54444.2
530.58	56807.2
530.48	57691.6
530.38	57122.6
530.28	55486
530.18	51788.8
530.08	46672.8
529.98	40851.1
529.88	34714.2
529.78	29082.1
529.68	23912.8
529.58	19443.9
529.48	15564.8
529.38	12524.1
529.28	10371.7
529.18	9125.31
529.08	7988.02
528.98	7360.5
528.88	6761.64
528.78	6499.35
528.68	6336.82
528.58	6205.88
528.48	5969.58
528.38	5859.62
528.28	5722.69
528.18	5812.25
528.08	5795.59
527.98	5617.39
527.88	5684.76
527.78	5608.76
527.68	5662.33
527.58	5495.5
527.48	5372.75
527.38	5458.66
527.28	5565.61
527.18	5447.64
527.08	5370.47
526.98	5544.31
526.88	5663.39
526.78	5226.35
526.68	5228.28
526.58	5255.59
526.48	5316.88
526.38	5177.44
526.28	5334.64
526.18	5269.73
526.08	5276.6
525.98	5302.28
525.88	5028.77
525.78	5163.74
525.68	5414.42
525.58	5480.92
525.48	5130.55
525.38	5226.07
525.28	5375.9
525.18	5343.99
525.08	5302.31
