A	B
Binding Energy (E)	
eV	Counts / s
298.08	4832.85
297.98	4752.68
297.88	4806.35
297.78	4680.01
297.68	4655.47
297.58	4823.39
297.48	4664.21
297.38	4529.46
297.28	4382.73
297.18	4346.84
297.08	4202.41
296.98	4066.31
296.88	4086.17
296.78	4004.57
296.68	3928.57
296.58	3787.99
296.48	3643.8
296.38	3697.84
296.28	3744.1
296.18	3692.66
296.08	3419.4
295.98	3565.79
295.88	3336.22
295.78	3340.01
295.68	3361.15
295.58	3345.2
295.48	3276.39
295.38	3182.61
295.28	3215.33
295.18	3205.29
295.08	3077.04
294.98	3005.86
294.88	3179.77
294.78	3049.22
294.68	2896.6
294.58	2797.99
294.48	2805.45
294.38	2915.42
294.28	2779.5
294.18	2778.56
294.08	2664.93
293.98	2452.95
293.88	2496.39
293.78	2419.31
293.68	2357.54
293.58	2367.13
293.48	2436.1
293.38	2236.85
293.28	2225.07
293.18	2207.49
293.08	2181.69
292.98	2122
292.88	2178.95
292.78	2010.61
292.68	1848.88
292.58	1911.51
292.48	1823.92
292.38	1757
292.28	1672.83
292.18	1641.1
292.08	1591.14
291.98	1517.79
291.88	1484.88
291.78	1514.45
291.68	1453.85
291.58	1375.74
291.48	1307.35
291.38	1232.81
291.28	1355.4
291.18	1288.83
291.08	1132
290.98	1177.8
290.88	1147.83
290.78	1121.1
290.68	1121.21
290.58	1087.15
290.48	965.326
290.38	1016.12
290.28	936.305
290.18	958.073
290.08	894.708
289.98	891.026
289.88	978.611
289.78	925.84
289.68	850.03
289.58	741.657
289.48	814.556
289.38	901.831
289.28	853.321
289.18	932.223
289.08	994.448
288.98	982.283
288.88	1071.79
288.78	1164.49
288.68	1433.72
288.58	1699.93
288.48	2089.6
288.38	2490.3
288.28	3146.81
288.18	3930.71
288.08	5004.51
287.98	6681.84
287.88	8342.47
287.78	10214.1
287.68	11801.1
287.58	13976.9
287.48	16252.3
287.38	18183.2
287.28	19031.1
287.18	19505.9
287.08	19588.4
286.98	17918
286.88	16283.5
286.78	13629.3
286.68	11407.7
286.58	9604.45
286.48	7609.93
286.38	6366.36
286.28	5570.03
286.18	5346.31
286.08	5559
285.98	6166.34
285.88	6830.39
285.78	8057.61
285.68	9442.01
285.58	10849.6
285.48	13329.3
285.38	15097
285.28	16264.7
285.18	18285.9
285.08	19382.8
284.98	20651.6
284.88	21911.5
284.78	22699.7
284.68	23612.6
284.58	23754.9
284.48	24728.9
284.38	26539.1
284.28	28855.2
284.18	31085.9
284.08	33589.1
283.98	35832.7
283.88	38236.2
283.78	41311.7
283.68	44238.5
283.58	45990.5
283.48	46539
283.38	47350.6
283.28	47507.7
283.18	46942.1
283.08	44712.2
282.98	41638.9
282.88	38327.5
282.78	33973.9
282.68	29444.6
282.58	24556.1
282.48	19832.8
282.38	15836.3
282.28	12212
282.18	9528.46
282.08	7258.04
281.98	5365.68
281.88	4033.41
281.78	3232.2
281.68	2411.48
281.58	1844.51
281.48	1592.95
281.38	1231.17
281.28	1123.72
281.18	993.667
281.08	873.379
280.98	833.453
280.88	843.187
280.78	799.67
280.68	720.698
280.58	673.8
280.48	708.243
280.38	638.645
280.28	657.233
280.18	661.084
280.08	611.024
279.98	561.865
279.88	543.717
279.78	587.035
279.68	608.583
279.58	621.849
279.48	571.559
279.38	477.021
279.28	514.746
279.18	523.019
279.08	506.343
