time,spark_begins(Coulombs),time,spark_ends(Coulombs)
0.09913793103448276,-6.115846909064662e-10,0.11584051724137934,-6.032572731429126e-10
0.2015086206896552,-8.589046370045966e-10,0.22198275862068967,-8.08717544577328e-10
0.24299568965517243,-8.911209302885197e-10,0.259698275862069,-8.534843708641147e-10
0.3814655172413792,-1.0841103785162552e-9,0.40193965517241403,-8.915645980219942e-10
0.5614224137931033,-1.179518492672715e-9,0.582435344827586,-1.067923274057319e-9
0.6584051724137931,-1.2509685492215513e-9,0.6767241379310347,-1.130991770339534e-9
0.739762931034483,-1.2791091151911836e-9,0.7575431034482759,-1.2386842168587726e-9
0.8405172413793105,-1.3449870057992644e-9,0.8599137931034482,-1.2096608272974472e-9
0.9601293103448276,-1.3732343528166138e-9,0.9800646551724139,-1.2686144933464882e-9
