Distance	Voltage
um	V
0.3968677842367264	72.99846593889481
0.49548593776516126	86.84705905640396
0.5938292683816986	123.44065162956883
0.7998730573888504	130.74476192361362
0.987037459349125	91.61559963408763
1.989339275510403	126.21621354130582
2.942061109816224	112.06797080809724
3.916861707745602	116.42870574728568
6.03443052768227	168.673963236261
6.94242722940591	187.59995645245903
7.940537852650554	222.9769619275561
9.971761151385559	252.06603390769902
14.833756988088489	341.2179172681553
24.80045542378663	340.7379328774038
44.47394702079771	372.3079207038866
