dimension(mm)	DeltaC, nC
1.8384498960874671	0.10924369747899143
2.067193006234752	0.09999999999999976
2.3621012921297546	0.12941176470588212
3.4639129845486583	0.14201680672268902
3.638949128038311	0.1306722689075629
3.986920574681486	0.18613445378151244
5.256110508719616	0.2222689075630251
6.249017348875034	0.28613445378151253
7.195400740941538	0.33067226890756296
7.597180807806994	0.38445378151260495
8.19471175567001	0.4063025210084033
9.415943796873584	0.4764705882352941
