6.000000000000000000e+01	4.000000000000000222e-01	6.223667526693835939e+00	4.068759607494907282e-01	5.668934240362816061e-03
5.000000000000000000e+01	1.000000000000000056e-01	3.384678376032927094e+00	1.589873783164703624e-01	3.673769287288762564e-03
5.000000000000000000e+01	1.000000000000000056e-01	1.119871295736133376e+01	1.566279528818091127e-01	3.484320557491290930e-03
5.000000000000000000e+01	2.000000000000000111e-01	1.171682647034508129e+01	2.437066981025045598e-01	4.945598417408499960e-03
5.000000000000000000e+01	2.000000000000000111e-01	1.049100344560948450e+01	2.540357848669967389e-01	4.965243296921552710e-03
5.000000000000000000e+01	3.000000000000000444e-01	8.725045746030238192e+00	2.564646035019676473e-01	5.714285714285714281e-03
5.000000000000000000e+01	3.000000000000000444e-01	1.002944423236641747e+01	2.619714371187756297e-01	6.097560975609744166e-03
5.000000000000000000e+01	4.000000000000000222e-01	1.400286038821717227e+01	3.467236880737778471e-01	6.476683937823835523e-03
5.000000000000000000e+01	4.000000000000000222e-01	1.050133931378695884e+01	3.143636378690206623e-01	6.459948320413452794e-03
5.000000000000000000e+01	5.000000000000000000e-01	5.387494973221027550e+00	3.064240791312014545e-01	7.267441860465121382e-03
5.000000000000000000e+01	5.000000000000000000e-01	1.830012832853120841e+01	3.454864018739839948e-01	7.587253414264033199e-03
5.000000000000000000e+01	6.000000000000000888e-01	1.170531212977393487e+01	4.625511726253047073e-01	8.305647840531548212e-03
5.000000000000000000e+01	6.000000000000000888e-01	6.177722279626600255e+00	4.564954171722654386e-01	8.695652173913043584e-03
4.000000000000000000e+01	1.000000000000000056e-01	3.818125550386982425e+00	1.395221259089322874e-01	2.756339581036386117e-03
4.000000000000000000e+01	1.000000000000000056e-01	2.191917015328678886e+01	2.178784209333274047e-01	2.476473501733531760e-03
4.100000000000000000e+01	2.000000000000000111e-01	1.104198473423465821e+01	2.344558874473393062e-01	4.251700680272112697e-03
4.100000000000000000e+01	2.000000000000000111e-01	1.559030488394699887e+01	2.656385000741819935e-01	3.955696202531641496e-03
4.100000000000000000e+01	3.000000000000000444e-01	1.375797051349367628e+01	2.314315268477055709e-01	6.337135614702165722e-03
4.100000000000000000e+01	3.000000000000000444e-01	1.375619342310755933e+01	2.486863906357538456e-01	5.122950819672135968e-03
3.900000000000000000e+01	5.000000000000000000e-01	1.996645897968025452e+01	3.575690607718889913e-01	8.012820512820501700e-03
3.900000000000000000e+01	5.000000000000000000e-01	7.850185303118143665e+00	3.714800982823623920e-01	6.775067750677511540e-03
3.900000000000000000e+01	4.000000000000000222e-01	1.131932962497973527e+01	3.781297384709091935e-01	6.640106241699866504e-03
3.900000000000000000e+01	4.000000000000000222e-01	2.026868124937052684e+01	3.451738403831173252e-01	6.793478260869578907e-03
3.800000000000000000e+01	6.000000000000000888e-01	4.497296886017917217e+00	7.072669059419308679e-01	1.084598698481561985e-02
3.900000000000000000e+01	6.000000000000000888e-01	1.147158626113094293e+01	5.812536077670417134e-01	9.746588693957117938e-03
3.900000000000000000e+01	2.000000000000000111e-01	1.799416037830284409e+01	3.471830167532963807e-01	3.403675970047649081e-03
3.900000000000000000e+01	2.000000000000000111e-01	1.848371536039472574e+01	3.890218249230473768e-01	3.415300546448087320e-03
3.900000000000000000e+01	1.000000000000000056e-01	1.913867358408938557e+01	2.824422519969351786e-01	1.864975755315180896e-03
4.100000000000000000e+01	3.000000000000000444e-01	1.952548406511528611e+01	4.208831866953364198e-01	4.803073967339099165e-03
4.100000000000000000e+01	3.000000000000000444e-01	1.296543965161347423e+01	3.948347649101426882e-01	4.424778761061948576e-03
3.100000000000000000e+01	2.000000000000000111e-01	1.386836823241367611e+01	2.826218064589233747e-01	2.953337271116360588e-03
3.100000000000000000e+01	3.000000000000000444e-01	1.520173825184285832e+01	3.732575232655153119e-01	4.084967320261444212e-03
3.100000000000000000e+01	3.000000000000000444e-01	7.235057294946415141e+00	4.256182671229246650e-01	3.961965134706812997e-03
3.100000000000000000e+01	1.000000000000000056e-01	1.473141720576070846e+01	2.134677489051283183e-01	1.459427904261529274e-03
3.100000000000000000e+01	2.000000000000000111e-01	1.553962902024459147e+01	3.943765872087876545e-01	2.793296089385474083e-03
2.900000000000000000e+01	4.000000000000000222e-01	1.719167238904974138e+00	4.095328930152105085e-01	5.980861244019139607e-03
2.900000000000000000e+01	4.000000000000000222e-01	2.069234461409795944e+00	5.670384139523799716e-01	5.773672055427244917e-03
2.900000000000000000e+01	5.000000000000000000e-01	1.947752289674690829e+00	4.179435198865320555e-01	6.578947368421045327e-03
2.900000000000000000e+01	5.000000000000000000e-01	2.209918710927918806e+00	4.741075538134291167e-01	6.868131868131867150e-03
2.900000000000000000e+01	6.000000000000000888e-01	1.999454533933785250e+00	4.581949071610108559e-01	6.561679790026243159e-03
2.900000000000000000e+01	6.000000000000000888e-01	2.581844998943507719e+00	4.695954510638644663e-01	7.800312012480503827e-03
2.900000000000000000e+01	4.000000000000000222e-01	2.402119174900170684e+00	5.181176481799447675e-01	5.208333333333336514e-03
2.900000000000000000e+01	4.000000000000000222e-01	2.078603465664994765e+00	3.951794474562744242e-01	6.345177664974623565e-03
2.900000000000000000e+01	5.000000000000000000e-01	2.409626406569347346e+00	4.522826907756936632e-01	6.622516556291393325e-03
2.900000000000000000e+01	5.000000000000000000e-01	2.194420862169336406e+00	5.090985700371820633e-01	5.753739930955122789e-03
2.900000000000000000e+01	6.000000000000000888e-01	2.742601502573943861e+00	4.417556353936504809e-01	7.022471910112369764e-03
6.600000000000000000e+01	3.000000000000000444e-01	7.619742440590657750e+00	3.817947719373050441e-01	4.237288135593216855e-03
6.600000000000000000e+01	3.000000000000000444e-01	1.162062848494291423e+01	3.898889237303861943e-01	5.149330587023682841e-03
7.000000000000000000e+01	1.000000000000000056e-01	7.439363752099863447e+00	2.857693744212917442e-01	2.416626389560174327e-03
7.000000000000000000e+01	1.000000000000000056e-01	1.056210739710156155e+01	2.858921172067010463e-01	2.223210315695864185e-03
7.000000000000000000e+01	2.000000000000000111e-01	1.010894396032064968e+01	3.806924250791400843e-01	4.051863857374391267e-03
7.000000000000000000e+01	2.000000000000000111e-01	1.107763582718376583e+01	3.625065147052011771e-01	3.270111183780250591e-03
7.700000000000000000e+01	1.000000000000000056e-01	9.119571749305263708e+00	2.153953123459725061e-01	1.992825827022718255e-03
7.800000000000000000e+01	1.000000000000000056e-01	1.160241549219683677e+01	2.062929214366719388e-01	2.114164904862578936e-03
8.000000000000000000e+01	3.000000000000000444e-01	1.242256639422423703e+01	4.337968118341560819e-01	4.849660523763336083e-03
8.200000000000000000e+01	2.000000000000000111e-01	1.082711020261727874e+01	4.525439514188600021e-01	3.004807692307695077e-03
8.200000000000000000e+01	2.000000000000000111e-01	1.173830165747314425e+01	2.258873042874424975e-01	4.230118443316405012e-03
7.600000000000000000e+01	6.000000000000000888e-01	8.016813270146464276e+00	4.378743077340478407e-01	7.485029940119784786e-03
7.600000000000000000e+01	6.000000000000000888e-01	8.696970350634982694e+00	4.619211048664663699e-01	8.223684210526299720e-03
7.800000000000000000e+01	5.000000000000000000e-01	6.267340313768649196e+00	3.586014244576551380e-01	7.042253521126766794e-03
8.200000000000000000e+01	4.000000000000000222e-01	1.233729207056574850e+01	5.030341935540149079e-01	8.077544426494349256e-03
8.200000000000000000e+01	4.000000000000000222e-01	1.038927652555083725e+01	3.925366937689084290e-01	6.510416666666660884e-03
7.000000000000000000e+01	4.000000000000000222e-01	4.568958660035308483e+00	6.228612182676284137e-01	7.235890014471769299e-03
7.000000000000000000e+01	4.000000000000000222e-01	7.272098370332403583e+00	4.653445241151129008e-01	6.596306068601572904e-03
7.200000000000000000e+01	5.000000000000000000e-01	4.943289474664436689e+00	4.598307341724232611e-01	7.507507507507511779e-03
7.200000000000000000e+01	5.000000000000000000e-01	5.253606838101385179e+00	5.611318597666641317e-01	9.487666034155605929e-03
7.200000000000000000e+01	6.000000000000000888e-01	3.312038054486683425e+00	4.482174232011836845e-01	7.974481658692172265e-03
7.200000000000000000e+01	6.000000000000000888e-01	6.872055916097828288e+00	4.795081909603620129e-01	6.934812760055498841e-03
6.700000000000000000e+01	4.000000000000000222e-01	1.054128082806201766e-01	5.661079124879847546e-01	9.328358208955200501e-03
6.700000000000000000e+01	4.000000000000000222e-01	1.329171114782331242e-01	3.650484554880251697e-01	6.729475100942172543e-03
7.000000000000000000e+01	4.000000000000000222e-01	1.036834959285068791e+01	4.625869460132795430e-01	7.042253521126766794e-03
7.000000000000000000e+01	4.000000000000000222e-01	7.897084638136688817e+00	3.742530760197541606e-01	6.640106241699866504e-03
6.000000000000000000e+01	4.000000000000000222e-01	8.778621847857113636e+00	4.015234464124880498e-01	6.024096385542161182e-03
6.000000000000000000e+01	4.000000000000000222e-01	9.054254711672971467e+00	3.688119090802009503e-01	7.122507122507112237e-03
1.800000000000000000e+01	4.000000000000000222e-01	1.160292427479807564e+01	3.623003722552358696e-01	6.459948320413429375e-03
1.800000000000000000e+01	4.000000000000000222e-01	1.049050554667787871e+01	3.556009871605581574e-01	6.134969325153370040e-03
6.000000000000000000e+00	4.000000000000000222e-01	5.738426343136517893e+00	3.586518813668310712e-01	7.092198581560272240e-03
6.000000000000000000e+00	4.000000000000000222e-01	6.625211548255946603e+00	2.967638403715586182e-01	5.747126436781616922e-03
