5.400000000000000000e+01	3.000000000000000444e-01	9.497920882989454583e+00	3.775057034896380781e-01	4.416961130742052231e-03
5.400000000000000000e+01	3.000000000000000444e-01	1.198120863060257513e+01	2.573705378710289260e-01	4.444444444444444441e-03
5.600000000000000000e+01	2.000000000000000111e-01	8.974047763552178480e+00	3.159184095933845193e-01	3.313452617627567296e-03
5.600000000000000000e+01	2.000000000000000111e-01	1.153922898715928724e+01	2.873029559256969900e-01	3.639010189228527627e-03
6.000000000000000000e+01	1.000000000000000056e-01	1.606039275088628671e+01	2.581862379068859958e-01	1.777461784571632199e-03
6.000000000000000000e+01	1.000000000000000056e-01	6.754658113289522703e+00	1.797155260477282246e-01	2.375296912114013056e-03
5.200000000000000000e+01	2.000000000000000111e-01	8.293717476852823012e+00	2.231302073950247045e-01	4.170141784820681138e-03
5.200000000000000000e+01	3.000000000000000444e-01	6.226550519472712431e+00	2.907092842979391301e-01	5.813953488372097279e-03
5.200000000000000000e+01	3.000000000000000444e-01	7.103799077631661518e+00	2.719796530738397000e-01	5.586592178770939492e-03
5.500000000000000000e+01	1.000000000000000056e-01	1.922563792018036821e+01	1.940808671033213140e-01	2.753303964757709832e-03
5.500000000000000000e+01	2.000000000000000111e-01	2.356782346098950498e+01	2.545373717685791015e-01	4.413062665489845236e-03
5.800000000000000000e+01	1.000000000000000056e-01	1.707052464168428685e+01	2.196005847620355056e-01	2.579979360165115653e-03
5.600000000000000000e+01	5.000000000000000000e-01	5.935753770583581890e+00	3.557809568642200104e-01	7.032348804500689922e-03
5.600000000000000000e+01	5.000000000000000000e-01	9.886561928903613961e+00	4.021002585855859013e-01	8.278145695364211298e-03
5.600000000000000000e+01	6.000000000000000888e-01	1.331842899297817873e+01	4.048293905770381507e-01	1.037344398340250481e-02
5.600000000000000000e+01	6.000000000000000888e-01	1.026361000791224320e+01	4.203316964155571211e-01	8.605851979345952724e-03
5.800000000000000000e+01	4.000000000000000222e-01	5.596964832817167057e+00	3.275415854510042024e-01	6.561679790026243159e-03
5.800000000000000000e+01	4.000000000000000222e-01	6.468699301432106807e+00	3.648919374082387757e-01	6.188118811881200554e-03
5.600000000000000000e+01	6.000000000000000888e-01	1.144984386152809641e+01	5.878044067949358409e-01	7.396449704141991495e-03
5.600000000000000000e+01	6.000000000000000888e-01	1.549298897460745827e+01	5.183916992758302866e-01	7.082152974504247675e-03
5.700000000000000000e+01	5.000000000000000000e-01	7.032648225383663743e+00	4.143498846285285087e-01	6.887052341597778120e-03
5.800000000000000000e+01	5.000000000000000000e-01	6.234860847932127470e+00	4.464306029546646903e-01	5.945303210463736589e-03
6.000000000000000000e+01	4.000000000000000222e-01	1.238490435888499874e+01	4.283142578951669721e-01	5.464480874316936417e-03
