5.400000000000000000e+01	3.000000000000000444e-01	9.497920882989454583e+00
5.400000000000000000e+01	3.000000000000000444e-01	1.198120863060257513e+01
5.600000000000000000e+01	2.000000000000000111e-01	8.974047763552178480e+00
5.600000000000000000e+01	2.000000000000000111e-01	1.153922898715928724e+01
6.000000000000000000e+01	1.000000000000000056e-01	1.606039275088628671e+01
6.000000000000000000e+01	1.000000000000000056e-01	6.754658113289522703e+00
5.200000000000000000e+01	2.000000000000000111e-01	8.293717476852823012e+00
5.200000000000000000e+01	3.000000000000000444e-01	6.226550519472712431e+00
5.200000000000000000e+01	3.000000000000000444e-01	7.103799077631661518e+00
5.500000000000000000e+01	1.000000000000000056e-01	1.922563792018036821e+01
5.500000000000000000e+01	2.000000000000000111e-01	2.356782346098950498e+01
5.800000000000000000e+01	1.000000000000000056e-01	1.707052464168428685e+01
5.600000000000000000e+01	5.000000000000000000e-01	5.935753770583581890e+00
5.600000000000000000e+01	5.000000000000000000e-01	9.886561928903613961e+00
5.600000000000000000e+01	6.000000000000000888e-01	1.331842899297817873e+01
5.600000000000000000e+01	6.000000000000000888e-01	1.026361000791224320e+01
5.800000000000000000e+01	4.000000000000000222e-01	5.596964832817167057e+00
5.800000000000000000e+01	4.000000000000000222e-01	6.468699301432106807e+00
5.600000000000000000e+01	6.000000000000000888e-01	1.144984386152809641e+01
5.600000000000000000e+01	6.000000000000000888e-01	1.549298897460745827e+01
5.700000000000000000e+01	5.000000000000000000e-01	7.032648225383663743e+00
5.800000000000000000e+01	5.000000000000000000e-01	6.234860847932127470e+00
6.000000000000000000e+01	4.000000000000000222e-01	1.238490435888499874e+01
6.000000000000000000e+01	4.000000000000000222e-01	6.223667526693835939e+00
5.000000000000000000e+01	1.000000000000000056e-01	3.384678376032927094e+00
5.000000000000000000e+01	1.000000000000000056e-01	1.119871295736133376e+01
5.000000000000000000e+01	2.000000000000000111e-01	1.171682647034508129e+01
5.000000000000000000e+01	2.000000000000000111e-01	1.049100344560948450e+01
5.000000000000000000e+01	3.000000000000000444e-01	8.725045746030238192e+00
5.000000000000000000e+01	3.000000000000000444e-01	1.002944423236641747e+01
5.000000000000000000e+01	4.000000000000000222e-01	1.400286038821717227e+01
5.000000000000000000e+01	4.000000000000000222e-01	1.050133931378695884e+01
5.000000000000000000e+01	5.000000000000000000e-01	5.387494973221027550e+00
5.000000000000000000e+01	5.000000000000000000e-01	1.830012832853120841e+01
5.000000000000000000e+01	6.000000000000000888e-01	1.170531212977393487e+01
5.000000000000000000e+01	6.000000000000000888e-01	6.177722279626600255e+00
4.000000000000000000e+01	1.000000000000000056e-01	3.818125550386982425e+00
4.000000000000000000e+01	1.000000000000000056e-01	2.191917015328678886e+01
4.100000000000000000e+01	2.000000000000000111e-01	1.104198473423465821e+01
4.100000000000000000e+01	2.000000000000000111e-01	1.559030488394699887e+01
4.100000000000000000e+01	3.000000000000000444e-01	1.375797051349367628e+01
