4.100000000000000000e+01	3.000000000000000444e-01	1.375619342310755933e+01
3.900000000000000000e+01	5.000000000000000000e-01	1.996645897968025452e+01
3.900000000000000000e+01	5.000000000000000000e-01	7.850185303118143665e+00
3.900000000000000000e+01	4.000000000000000222e-01	1.131932962497973527e+01
3.900000000000000000e+01	4.000000000000000222e-01	2.026868124937052684e+01
3.800000000000000000e+01	6.000000000000000888e-01	4.497296886017917217e+00
3.900000000000000000e+01	6.000000000000000888e-01	1.147158626113094293e+01
3.900000000000000000e+01	2.000000000000000111e-01	1.799416037830284409e+01
3.900000000000000000e+01	2.000000000000000111e-01	1.848371536039472574e+01
3.900000000000000000e+01	1.000000000000000056e-01	1.913867358408938557e+01
4.100000000000000000e+01	3.000000000000000444e-01	1.952548406511528611e+01
4.100000000000000000e+01	3.000000000000000444e-01	1.296543965161347423e+01
3.100000000000000000e+01	2.000000000000000111e-01	1.386836823241367611e+01
3.100000000000000000e+01	3.000000000000000444e-01	1.520173825184285832e+01
3.100000000000000000e+01	3.000000000000000444e-01	7.235057294946415141e+00
3.100000000000000000e+01	1.000000000000000056e-01	1.473141720576070846e+01
3.100000000000000000e+01	2.000000000000000111e-01	1.553962902024459147e+01
2.900000000000000000e+01	4.000000000000000222e-01	1.719167238904974138e+00
2.900000000000000000e+01	4.000000000000000222e-01	2.069234461409795944e+00
2.900000000000000000e+01	5.000000000000000000e-01	1.947752289674690829e+00
2.900000000000000000e+01	5.000000000000000000e-01	2.209918710927918806e+00
2.900000000000000000e+01	6.000000000000000888e-01	1.999454533933785250e+00
2.900000000000000000e+01	6.000000000000000888e-01	2.581844998943507719e+00
2.900000000000000000e+01	4.000000000000000222e-01	2.402119174900170684e+00
2.900000000000000000e+01	4.000000000000000222e-01	2.078603465664994765e+00
2.900000000000000000e+01	5.000000000000000000e-01	2.409626406569347346e+00
2.900000000000000000e+01	5.000000000000000000e-01	2.194420862169336406e+00
2.900000000000000000e+01	6.000000000000000888e-01	2.742601502573943861e+00
6.600000000000000000e+01	3.000000000000000444e-01	7.619742440590657750e+00
6.600000000000000000e+01	3.000000000000000444e-01	1.162062848494291423e+01
7.000000000000000000e+01	1.000000000000000056e-01	7.439363752099863447e+00
7.000000000000000000e+01	1.000000000000000056e-01	1.056210739710156155e+01
7.000000000000000000e+01	2.000000000000000111e-01	1.010894396032064968e+01
7.000000000000000000e+01	2.000000000000000111e-01	1.107763582718376583e+01
7.700000000000000000e+01	1.000000000000000056e-01	9.119571749305263708e+00
7.800000000000000000e+01	1.000000000000000056e-01	1.160241549219683677e+01
8.000000000000000000e+01	3.000000000000000444e-01	1.242256639422423703e+01
8.200000000000000000e+01	2.000000000000000111e-01	-1.716709480441096503e-01
8.200000000000000000e+01	2.000000000000000111e-01	1.173830165747314425e+01
7.600000000000000000e+01	6.000000000000000888e-01	8.016813270146464276e+00
7.600000000000000000e+01	6.000000000000000888e-01	8.696970350634982694e+00
7.800000000000000000e+01	5.000000000000000000e-01	6.267340313768649196e+00
8.200000000000000000e+01	4.000000000000000222e-01	1.233729207056574850e+01
8.200000000000000000e+01	4.000000000000000222e-01	1.038927652555083725e+01
7.000000000000000000e+01	4.000000000000000222e-01	4.568958660035308483e+00
7.000000000000000000e+01	4.000000000000000222e-01	7.272098370332403583e+00
7.200000000000000000e+01	5.000000000000000000e-01	4.943289474664436689e+00
7.200000000000000000e+01	5.000000000000000000e-01	5.253606838101385179e+00
7.200000000000000000e+01	6.000000000000000888e-01	3.312038054486683425e+00
7.200000000000000000e+01	6.000000000000000888e-01	6.872055916097828288e+00
7.000000000000000000e+01	4.000000000000000222e-01	1.036834959285068791e+01
7.000000000000000000e+01	4.000000000000000222e-01	7.897084638136688817e+00
6.000000000000000000e+01	4.000000000000000222e-01	8.778621847857113636e+00
6.000000000000000000e+01	4.000000000000000222e-01	9.054254711672971467e+00
1.800000000000000000e+01	4.000000000000000222e-01	1.160292427479807564e+01
1.800000000000000000e+01	4.000000000000000222e-01	1.049050554667787871e+01
6.000000000000000000e+00	4.000000000000000222e-01	5.738426343136517893e+00
6.000000000000000000e+00	4.000000000000000222e-01	6.625211548255946603e+00
