	Y (Y)\µm	0	400.834	801.668	1202.5	1603.34	2004.17	2405	2805.84	3206.67	3607.51	4008.34	4409.17	4810.01	5210.84	5611.68	6012.51	6413.34	6814.18	7215.01	7615.85	8016.68	8417.51	8818.35	9219.18	9620.02	10020.9	10421.7	10822.5	11223.4	11624.2
X (X)																															
µm		Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s
17595.5		4.65186	3.33467	2.96785	13.5721	6.79438	3.4097	0.942043	17.9405	6.92777	23.2343	32.9799	35.9727	73.2376	56.0307	105.209	91.3782	68.8692	64.4675	30.4538	25.1267	14.5892	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
17995.4		0	2.55936	9.27037	3.20962	3.0929	5.65226	11.0794	8.67847	8.77017	18.5241	20.9167	46.0934	50.7536	76.1138	49.4531	88.2186	52.0291	48.7778	38.6405	29.9203	7.82813	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
18395.3		9.87895	2.39262	3.62645	5.05202	3.98493	18.0572	17.3236	6.8444	18.8409	7.14452	12.0131	18.399	63.5004	43.1256	67.2186	71.3952	83.9502	84.5338	42.8171	32.6714	15.6229	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
18795.2		2.55936	5.72729	2.31759	7.74476	3.7515	12.2799	4.88529	8.74516	4.35174	14.7142	13.2136	35.5392	60.2241	41.0831	47.6441	89.1106	85.3591	59.2237	37.4983	27.8695	7.19454	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
19195.1		2.14252	5.11038	2.50934	3.04288	9.68721	2.96785	1.19214	16.5483	8.99526	3.17627	8.97025	26.3772	32.7714	48.8862	71.0201	69.5862	60.5409	88.2853	47.9942	47.9192	31.671	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
19595		3.08457	0.65026	0.942043	0	3.62645	4.95198	5.17707	3.70148	4.82693	3.52641	11.5796	19.1327	47.7441	30.2538	60.7076	64.8176	79.1983	76.714	71.7537	54.897	16.8067	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
19994.9		4.35174	0	10.0707	2.1592	0	5.65226	6.2525	11.8714	11.7797	8.94524	17.5737	25.8603	24.0513	36.1144	51.7457	59.5155	73.0459	81.8577	100.048	31.3459	39.1823	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
20394.8		8.28665	4.40176	3.70148	2.14252	7.90316	8.16993	3.85988	6.2525	11.2628	8.32833	14.239	24.3931	21.8087	34.7806	36.6647	87.2516	83.9419	69.5945	48.7112	45.2681	26.4773	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
20794.7		2.96785	7.14452	5.36048	4.95198	8.98693	7.56136	7.48633	5.35214	4.35174	10.4959	22.534	26.6607	22.3006	38.0652	47.6024	44.8096	64.3591	81.5076	75.9971	55.3805	55.5389	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
21194.6		2.38429	2.9095	1.71735	0.65026	7.21955	3.0929	11.788	8.06156	7.11118	7.68641	7.3446	12.3966	10.3875	34.0553	50.887	57.1812	72.604	96.4386	81.4159	70.0113	63.2336	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
21594.5		0	4.70188	13.3887	0	2.55936	3.33467	7.91983	1.95912	5.12705	18.8325	5.73563	7.63639	12.1549	13.0219	45.8517	47.9358	73.5711	75.5802	65.1427	40.2828	56.4893	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
21994.4		2.68441	0	0.366813	5.47719	0.65026	4.96032	6.67767	4.16	3.33467	11.788	6.12745	14.7226	11.6713	42.392	39.3407	52.9629	50.2201	81.0324	93.7875	61.8914	59.8656	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
22394.3		3.58477	0.942043	5.92737	0.77531	4.94364	1.79238	9.31206	7.61971	3.98493	5.36048	13.5554	18.9659	19.0493	21.2252	13.8972	71.1201	72.8875	86.6763	66.1598	67.3519	54.6802	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
22794.2		0	2.55936	5.89402	1.66733	1.79238	3.70148	13.4054	8.57843	8.73683	9.57049	16.5566	16.3565	17.3569	16.1398	30.4538	48.0109	51.4456	66.0931	68.0522	59.5071	63.9589	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
23194.1		0.65026	2.68441	0	4.87695	4.40176	2.55936	0	1.19214	15.848	4.22669	5.71895	12.5884	15.5312	29.2033	17.5737	35.1974	65.3762	72.9875	88.2186	71.9288	90.903	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
23594		2.57603	0	6.55262	0.65026	0.366813	10.6626	10.3041	3.33467	3.33467	9.82893	6.12745	7.86148	9.81226	11.0961	17.8822	29.8369	44.0426	35.7059	81.1241	50.4785	64.8926	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
23993.9		0	0	2.14252	3.74316	3.33467	0.366813	1.01707	0	9.97065	15.1311	6.95278	12.5717	7.76144	9.52047	19.9997	25.0434	52.2626	57.1228	79.24	60.4158	78.248	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
24393.8		1.01707	2.55936	4.28505	2.68441	11.1545	3.33467	10.1457	2.68441	11.3129	7.39462	6.71102	4.40176	16.8067	9.82059	12.1132	22.1422	21.7837	69.5028	64.6759	72.6874	64.134	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
24793.7		2.31759	1.01707	2.96785	6.71102	2.31759	0.77531	0.366813	0	0.77531	5.61058	5.002	13.6555	12.555	21.0418	18.9576	11.3129	23.3177	36.4479	59.4071	67.6437	57.6564	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
25193.6		5.11038	7.63639	0.65026	1.01707	2.31759	2.13419	0	0.366813	7.56969	3.0929	0	10.3625	11.0711	4.94364	8.45338	9.77891	21.8171	31.3209	59.7822	85.951	47.1355	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
25593.5		7.57803	0	2.14252	2.68441	9.27037	3.98493	1.19214	6.26917	7.76977	12.0798	2.14252	5.58557	4.60184	18.4574	6.13579	16.9651	28.6698	31.3042	43.3173	74.188	60.9827	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
25993.4		0	2.68441	0	4.63519	0	8.32833	7.08617	2.53435	5.35214	7.99486	2.31759	8.5034	7.81146	7.92817	7.86148	20.1747	25.6769	17.5987	41.7917	55.2054	87.3599	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
26393.3		0	1.38389	0	0.366813	1.5923	3.0929	5.36048	1.19214	6.0941	2.49266	8.35334	6.41923	6.0024	11.1295	16.0231	20.3498	8.90356	36.0311	54.3301	90.3611	80.5489	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
26793.2		0.65026	0	1.95912	0	0	5.65226	5.81066	1.55896	3.0929	6.12745	0.733627	4.71022	7.96985	8.38669	10.7043	9.89562	20.6499	35.7726	29.5868	49.078	49.7699	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
27193.1		0	0	0.942043	0	0	4.53515	4.68521	7.31959	2.14252	0.77531	2.55936	7.48633	2.68441	6.95278	0.366813	14.9727	7.03615	28.1029	45.4432	58.8652	69.8946	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
27593		0	0.366813	2.14252	2.68441	8.31999	1.66733	0	0	2.96785	2.55936	2.39262	2.92617	7.36961	6.42757	14.4141	8.14492	12.8551	19.4745	42.4086	54.5468	58.1483	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
27992.9		0	0.65026	0	0.65026	0.77531	3.9099	10.079	3.33467	11.9548	3.343	7.01947	7.6614	3.33467	3.95158	4.10998	11.563	25.8437	26.8524	30.1621	72.3289	66.2348	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
